YEAR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1988,6800,7020,7390,7310,6460,7110,6820,6970,6880,6740,6970,7190
1988,6800,6800,7390,7310,6480,7110,6820,6990,6880,6740,6970,7250
1988,6540,6800,7390,7310,6770,7110,6820,6990,6880,6740,6970,7250
1988,6230,6800,7390,7310,6770,7110,6800,6990,6880,6770,6970,7250
1988,6230,6910,7390,7160,6770,7110,6820,6990,6880,6770,6970,7250
1988,6230,6990,7390,7160,6770,7110,6800,6990,6880,6770,6970,7080
1988,6370,7080,7390,7160,6770,7020,6800,6990,6880,6770,6970,7080
1988,6510,7220,7390,7160,6770,7020,6800,6990,6880,6770,7110,7080
1988,6510,7390,7390,7160,6770,6990,6800,6970,6880,6770,7110,6770
1988,6510,7450,7390,7160,6770,7020,6800,6970,6880,6770,7110,6770
1988,6510,7450,7390,7160,6770,7020,6820,6990,6880,6800,7110,6770
1988,6510,7450,7390,6990,6770,7020,6970,6970,6880,6800,7110,6770
1988,6800,7450,7390,6990,6770,7020,6970,6970,6820,6800,7110,6510
1988,6800,7450,7390,6990,6770,6970,6910,6970,6820,6800,7110,6510
1988,6800,7450,7140,6990,6770,6970,6940,6970,6820,6800,7280,6510
1988,6510,7250,7140,6990,6800,6990,6940,6850,6820,6800,7280,6510
1988,6510,7500,7140,6990,7250,6970,6940,6850,6820,6800,7280,6510
1988,6480,7500,7140,6970,7250,6970,6940,6850,6820,6800,7310,6480
1988,6800,,7140,6940,7250,6970,6970,6850,6820,6820,7280,6310
1988,6800,,7160,,7250,,6970,6850,,6820,,6200
1989,6200,6100,6640,5350,6230,6930,8050,7780,7520,7280,7210,7800
1989,6200,6110,6620,5370,6230,6950,8040,7790,7450,7360,7220,7840
1989,6200,6110,6620,5760,6220,7050,8040,7790,7460,7310,7230,7840
1989,6200,5860,6280,5320,6230,7050,8040,7790,7460,7310,7220,7840
1989,6200,5860,6240,5350,6230,7050,8040,7660,7450,7320,7220,7720
1989,6200,6650,6260,5350,6230,7040,8040,7640,7450,7090,7220,7030
1989,5760,6660,6270,5370,6230,7050,8040,7660,7450,7200,7220,7040
1989,5760,6660,6260,5650,6230,7060,8020,7660,7470,7220,7220,6540
1989,6150,6660,6260,5640,6230,7110,8010,7640,7400,7230,7220,6540
1989,6150,6650,6260,5630,6240,7310,8010,7650,7430,7220,7220,6540
1989,6140,5910,6170,5650,6230,7260,8010,7630,7420,7230,7280,6540
1989,6130,5920,6170,5670,6220,7320,8020,7680,7430,7230,7290,6540
1989,6140,6710,6210,5610,6200,7310,8010,7680,7430,7220,7280,6250
1989,5780,6710,6150,5650,6200,7310,8010,7670,7410,7220,7280,6240
1989,5890,6710,6170,6000,6200,7310,7990,7670,7440,7220,7280,6250
1989,6310,6710,6170,6010,6200,7320,8000,7670,7500,7210,7280,6250
1989,6300,6710,6170,6000,6200,7480,7990,7670,7450,7220,7280,6470
1989,6310,5900,6090,6000,6210,7480,7990,7660,7480,7210,7500,7080
1989,6310,5890,6090,6000,6230,7470,7990,7650,7480,7220,7500,7080
1989,6300,6690,6090,5990,6810,7520,7990,7660,7480,7210,7510,6560
1989,5670,6680,6080,6000,6800,7450,7980,7650,7480,7160,7500,6040
1989,5670,6690,6090,6060,6800,7490,7840,7660,7490,7170,7510,5810
1989,6060,6690,6090,6060,6790,7510,7840,7640,7400,7160,7500,6040
1989,6070,6690,6090,6060,6790,7760,7840,7650,7380,7160,7500,6330
1989,6070,5830,6200,6070,6810,7770,7850,7640,7380,7160,7790,6500
1989,6060,5830,6200,6050,6810,7760,7830,7540,7390,7150,7790,6510
1989,6040,6630,6200,6060,6950,7750,7850,7530,7390,7170,7790,6510
1989,5690,6630,6230,6080,6950,7770,7840,7520,7390,7220,7790,6510
1989,5570,,6200,6230,6940,7760,7790,7530,7410,7250,7790,6510
1989,6110,,5770,6220,6950,7790,7790,7540,7290,7230,7790,6510
1989,6110,,5780,,6930,,7790,7530,,7220,,6510
1990,6510,7220,7310,7650,8130,8300,8070,7660,7540,7200,7560,7360
1990,6510,7220,7310,7650,8130,8330,8070,7650,7520,7170,7560,7360
1990,6520,7250,7450,7650,8130,8330,8070,7640,7530,7190,7660,7360
1990,6790,7230,7450,7650,8120,8340,8070,7600,7530,7220,7660,7230
1990,6800,6910,7450,7340,8050,8330,8070,7590,7550,7160,7650,7360
1990,6250,6760,7450,7090,8040,8330,8080,7590,7510,7160,7080,7360
1990,6240,6970,7450,7370,8040,8330,8040,7590,7520,7160,7220,7360
1990,7020,7040,7450,7850,8040,8340,8040,7600,7420,7160,7220,7880
1990,7020,7180,7450,7730,8040,8470,8040,7590,7420,7180,7220,7650
1990,7030,7220,7420,7790,8030,8480,8040,7570,7420,7160,7090,7650
1990,7030,7220,7420,7790,8040,8470,8040,7500,7420,7180,7080,7650
1990,7020,7220,7420,7790,8040,8470,8040,7500,7420,7160,7080,7650
1990,6250,7220,7420,7790,8040,8470,8030,7510,7420,7270,7080,7650
1990,6230,7220,7420,7960,8040,8470,7870,7490,7440,7230,7080,7650
1990,7030,7220,7420,7960,8040,8480,7880,7500,7370,7240,7080,7650
1990,7030,7220,7420,7980,8040,8250,7870,7500,7370,7260,7080,7510
1990,7030,7220,7630,7960,8040,8550,7870,7510,7380,7270,7380,7080
1990,7030,7220,7280,7970,8080,8410,7870,7570,7410,7250,7360,7080
1990,7020,7220,6970,7960,8340,8410,7870,7560,7370,7250,7380,7070
1990,6380,7220,7110,7980,8330,8420,7850,7570,7390,7400,7380,7080
1990,6370,7220,7530,8050,8330,8410,7690,7570,7380,7400,7370,7080
1990,7160,7220,7530,8030,8330,8410,7710,7550,7250,7400,7360,6510
1990,7170,7230,7530,8050,8330,8160,7700,7570,7270,7400,7360,6510
1990,7170,7310,7700,8040,8330,8160,7700,7550,7260,7380,7360,6510
1990,7170,7310,7700,8040,8330,8160,7710,7560,7250,7390,7360,6510
1990,7170,7310,7700,8040,8300,8160,7700,7500,7230,7410,7370,6510
1990,7220,7310,7700,8050,8300,8160,7700,7530,7240,7550,7350,6510
1990,7220,7310,7700,8130,8300,8160,7660,7530,7280,7570,7360,6510
1990,7220,,7700,8130,8310,8150,7650,7520,7220,7560,7360,6250
1990,7220,,7700,8130,8290,8080,7650,7530,7160,7560,7370,6240
1990,7220,,7650,,8310,,7640,7550,,7560,,7020
1991,7020,7360,8640,8920,8610,7930,7930,7360,7330,6970,6710,6260
1991,7020,7360,8640,8920,8720,7930,7930,7360,7330,6940,6540,6260
1991,7020,7360,8640,8950,8860,7930,7930,7360,7330,6910,6540,6260
1991,7020,7360,8640,8920,8920,7930,7930,7360,7330,6970,6540,6260
1991,6910,7360,8640,8920,8920,7930,7900,7360,7330,6940,6540,6260
1991,6510,7360,8640,8640,8980,7930,7650,7360,7310,6650,6540,6260
1991,6490,7360,8640,8640,9060,7930,7650,7360,7190,6800,6540,6260
1991,6230,7360,8640,8640,9060,7930,7650,7360,7190,6800,6540,6260
1991,6230,7650,8640,7990,9060,7930,7650,7390,7190,6800,6200,6260
1991,6230,7650,8640,6910,9090,7930,7650,7360,7190,6800,6200,6260
1991,6510,7650,8640,6370,9200,7930,7650,7330,7190,6800,6200,6260
1991,6510,7930,8640,6370,9200,7930,7650,7390,7190,6770,6200,6260
1991,6510,7930,8640,6650,9200,7930,7650,7360,7190,6770,6200,6260
1991,6510,8210,8780,7080,9200,7930,7500,7360,7160,6770,6200,6370
1991,6510,8210,8920,7390,9200,7930,7500,7360,7160,6770,6200,6370
1991,6510,8350,9060,7790,9180,7930,7500,7360,7160,6770,6230,6370
1991,6510,8350,9200,7790,8670,7930,7480,7360,7160,6800,6230,6370
1991,6510,8350,9200,7790,8690,7930,7500,7360,7190,6800,6230,6370
1991,6510,8350,9200,7820,8670,7930,7500,7360,7140,6710,6290,6370
1991,6510,8350,9200,8010,8670,7930,7500,7360,7190,6710,6290,6370
1991,6510,8350,9200,8070,8670,7930,7500,7360,7140,6710,6290,6170
1991,6650,8350,9200,7730,8670,7930,7500,7360,7080,6710,6290,5920
1991,6800,8640,9200,7160,8380,7930,7500,7390,7080,6710,6290,6230
1991,6800,8640,9200,7080,8350,7930,7500,7360,7140,6710,6290,6230
1991,6800,8640,9200,7360,8100,7930,7530,7330,7110,6710,6290,6230
1991,7080,8640,9200,7670,7930,7930,7530,7360,7110,6710,6290,6230
1991,7080,8640,9200,7990,7930,7930,7500,7360,7110,6710,6290,6230
1991,7080,8640,9200,8240,7930,7930,7360,7360,6940,6710,6290,6230
1991,7080,,8920,8410,7930,7930,7360,7360,6910,6710,6290,6230
1991,7360,,8640,8470,7930,7930,7360,7360,6940,6710,6260,6230
1991,7360,,8720,,7930,,7360,7330,,6710,,6230
1992,6230,6520,6460,6680,7370,7990,7420,7590,7900,7800,8180,8410
1992,6230,6510,6480,6650,7360,7990,7430,7590,7900,7810,8140,8410
1992,6230,6500,6470,6650,7370,8000,7400,7590,7900,8650,8120,8420
1992,6240,6660,6450,6920,7360,7990,7290,7580,7910,8620,8290,8410
1992,6230,6660,6460,6880,7370,7970,7280,7600,8140,8210,8390,8410
1992,6230,6650,6460,6900,7360,7670,7280,7580,8130,8210,8370,8410
1992,6240,6650,6460,6910,7360,7670,7290,7610,8120,8220,8390,8410
1992,6220,6600,6460,6910,7380,7660,7280,7740,8130,8200,8380,8420
1992,6230,6310,6460,6910,7810,7670,7280,7730,8140,8200,8130,8410
1992,6230,6310,6460,6910,7810,7670,7290,7730,8120,8080,8130,8410
1992,6030,6320,6470,6940,7810,7660,7260,7730,8120,8070,8140,8120
1992,5470,6310,6460,6900,7810,7690,7260,7730,7930,8070,8130,7870
1992,6140,6310,6460,6910,7810,7850,7250,7730,7950,8070,8130,7790
1992,6140,6310,6690,6920,7810,7840,7260,7760,8350,8080,8350,8070
1992,5800,5660,6690,6910,7820,7850,7260,7910,8350,8060,8350,8410
1992,5810,5610,6680,6910,7880,7830,7250,7900,8350,8060,8340,8420
1992,5800,6440,6680,6930,7870,7840,7270,7900,8350,7780,8360,8400
1992,5960,6420,6680,7080,7870,7840,7370,7900,8350,7810,8340,8410
1992,5950,6430,6680,7080,7870,7830,7320,7900,8420,8180,8360,8420
1992,6350,6420,6680,7080,7870,7620,7350,7910,8420,8190,8350,8410
1992,6360,,6660,7090,7890,7620,7380,7900,8400,8180,8380,8410
1992,6340,5790,6650,7080,7870,7620,7340,7910,8410,8180,8380,8410
1992,6330,5770,6650,7070,7830,7620,7370,7900,8410,8190,8280,8410
1992,6330,6570,6660,7110,7810,7620,7360,7900,8410,8410,8200,8410
1992,5880,6560,6650,6790,7820,7630,7570,7900,8380,8410,8300,8410
1992,5670,6570,6660,6800,7830,7600,7570,7900,7650,8420,8380,8420
1992,6520,6560,6670,6610,7820,7430,7570,7900,7650,8070,8370,8410
1992,6530,6580,6670,7080,7810,7420,7560,7900,7630,8070,8420,8410
1992,6230,,6580,7080,7830,7420,7560,7750,7650,8070,8410,8400
1992,6230,,6670,7070,8000,7420,7560,7730,7740,8070,8410,8490
1992,6520,,6670,,7980,,7570,7900,,7790,,8640
1993,8280,8090,7590,8690,9920,10400,9870,8780,8310,7500,7260,7120
1993,6510,7930,7970,8690,9890,9900,9900,8770,8330,7530,7420,7090
1993,6800,8050,8260,8700,9880,10600,9400,8800,8290,7780,7550,7120
1993,7080,8230,8230,8750,9910,10100,9400,8780,7980,7650,7560,7580
1993,6950,8380,7790,8810,9890,9920,9410,8780,7970,7470,7560,7570
1993,6800,8290,7810,8830,9900,9880,9400,8780,7970,7460,7390,7420
1993,6800,8090,8100,8970,9910,9900,9400,8780,7970,7470,7380,7560
1993,6800,8000,8350,8770,9910,10700,9400,8790,7970,7460,7380,7570
1993,6800,7830,8350,7970,9900,10100,9380,8780,7980,7480,7380,7570
1993,6800,7600,8350,7070,9900,10100,8790,8780,7970,7470,7380,7570
1993,6800,7710,8350,6510,9900,10700,8780,8780,7910,7490,7390,7830
1993,6800,7800,8380,6510,9890,9930,8780,8780,7910,7460,7380,7790
1993,6880,7690,8400,6830,9900,9870,8780,8780,7920,7460,7210,7820
1993,6750,7260,7950,7770,9900,9940,8780,8700,8050,7470,7200,7570
1993,6600,7000,8090,8000,9920,9890,8780,8700,7970,7490,7210,7220
1993,6810,7170,8000,8210,9900,9900,8790,8700,7910,7580,7200,7210
1993,6750,7640,8050,8620,9880,9900,8780,8700,7910,7570,7200,7360
1993,6500,7900,8120,8700,9920,9890,8780,8700,7810,7570,7200,7580
1993,6620,7770,8100,8820,9890,9910,8780,8690,7820,7580,7200,7570
1993,6950,7360,8140,8980,10700,9890,8780,8700,7820,7590,7220,7570
1993,7180,7150,8250,9030,10000,9900,8770,8650,7820,7580,7190,7570
1993,7300,7300,8350,8420,9900,9920,8800,8660,7820,7600,7210,7620
1993,7310,7060,8470,7880,9910,9880,8780,8620,7820,7710,7200,7850
1993,7300,6700,8350,7730,10100,9900,8780,8610,7810,7700,7210,7850
1993,7300,6700,8400,7980,10700,9890,8790,8610,7500,7710,7110,7840
1993,7460,6700,8600,8110,9920,9890,8780,8480,7500,7580,7200,7840
1993,7800,6910,8700,8310,10100,9910,8790,8320,7500,7530,7110,6610
1993,8010,7230,8900,9190,10700,9900,8770,8320,7500,7710,7110,6150
1993,8060,,8890,9630,9900,9920,8780,8300,7510,7690,7110,5800
1993,8150,,8910,9720,9910,9910,8780,8320,7500,7580,7120,5950
1993,8160,,8880,,10400,,8790,8310,,7490,,6220
